Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
GARUDA,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,,,,
VISAKAIND,VISAKA INDUSTRIES LIMITED,VISAKA INDUSTRIES LIMITED,,,,
JAYAGROGN,JAYANT AGRO ORGANICS LIMITED,JAYANT AGRO ORGANICS LIMITED,,,,
OSWALAGRO,OSWAL AGRO MILLS LIMITED,OSWAL AGRO MILLS LIMITED,,,,
UGARSUGAR,THE UGAR SUGAR WORKS LIMITED,THE UGAR SUGAR WORKS LIMITED,,,,
ALLETEC,ALL E TECHNOLOGIES LIMITED,ALL E TECHNOLOGIES LIMITED,,,,
ELDEHSG,ELDECO HOUSING AND INDUSTRIES LIMITED,ELDECO HOUSING AND INDUSTRIES LIMITED,,,,
JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,,,,
ZUARI,ZUARI AGRO CHEMICALS LIMITED,ZUARI AGRO CHEMICALS LIMITED,,,,
DBOL,DHAMPUR BIO ORGANICS LIMITED,DHAMPUR BIO ORGANICS LIMITED,,,,
BHAGERIA,BHAGERIA INDUSTRIES LIMITED,BHAGERIA INDUSTRIES LIMITED,,,,
DECCANCE,DECCAN CEMENTS LIMITED,DECCAN CEMENTS LIMITED,,,,
MMP,MMP INDUSTRIES LIMITED,MMP INDUSTRIES LIMITED,,,,
ONWARDTEC,ONWARD TECHNOLOGIES LIMITED,ONWARD TECHNOLOGIES LIMITED,,,,
RUBYMILLS,THE RUBY MILLS LIMITED,THE RUBY MILLS LIMITED,,,,
FOODSIN,FOODS & INNS LIMITED,FOODS & INNS LIMITED,,,,
SJLOGISTIC,S J LOGISTICS (INDIA) LIMITED,S J LOGISTICS (INDIA) LIMITED,,,,
JINDALPHOT,JINDAL PHOTO LIMITED,JINDAL PHOTO LIMITED,,,,
CAREERP,CAREER POINT LIMITED,CAREER POINT LIMITED,,,,
RADIANTCMS,RADIANT CASH MANAGEMENT SERVICES LIMITED,RADIANT CASH MANAGEMENT SERVICES LIMITED,,,,
ONMOBILE,ONMOBILE GLOBAL LIMITED,ONMOBILE GLOBAL LIMITED,,,,
REPRO,REPRO INDIA LIMITED,REPRO INDIA LIMITED,,,,
COFFEEDAY,COFFEE DAY ENTERPRISES LIMITED,COFFEE DAY ENTERPRISES LIMITED,,,,
SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,,,,
GEECEE,GEECEE VENTURES LIMITED,GEECEE VENTURES LIMITED,,,,
VMARCIND,V MARC INDIA LIMITED,V MARC INDIA LIMITED,,,,
GSLSU,GLOBAL SURFACES LIMITED,GLOBAL SURFACES LIMITED,,,,
SAKUMA,SAKUMA EXPORTS LIMITED,SAKUMA EXPORTS LIMITED,,,,
HPAL,HP ADHESIVES LIMITED,HP ADHESIVES LIMITED,,,,
SUKHJITS,SUKHJIT STARCH & CHEMICALS LIMITED,SUKHJIT STARCH & CHEMICALS LIMITED,,,,
TIRUPATI,SHREE TIRUPATI BALAJEE FIBC LIMITED,SHREE TIRUPATI BALAJEE FIBC LIMITED,,,,
MAANALU,MAAN ALUMINIUM LIMITED,MAAN ALUMINIUM LIMITED,,,,
GLOSTERLTD,GLOSTER LIMITED,GLOSTER LIMITED,,,,
LIBERTSHOE,LIBERTY SHOES LIMITED,LIBERTY SHOES LIMITED,,,,
SPENCERS,SPENCER'S RETAIL LIMITED,SPENCER'S RETAIL LIMITED,,,,
NECLIFE,NECTAR LIFESCIENCES LIMITED,NECTAR LIFESCIENCES LIMITED,,,,
ACL,ANDHRA CEMENTS LIMITED,ANDHRA CEMENTS LIMITED,,,,
TPLPLASTEH,TPL PLASTECH LIMITED,TPL PLASTECH LIMITED,,,,
SARLAPOLY,SARLA PERFORMANCE FIBERS LIMITED,SARLA PERFORMANCE FIBERS LIMITED,,,,
WSI,W S INDUSTRIES (I) LIMITED,W S INDUSTRIES (I) LIMITED,,,,
FOCUS,FOCUS LIGHTING AND FIXTURES LIMITED,FOCUS LIGHTING AND FIXTURES LIMITED,,,,
TNPETRO,TAMILNADU PETROPRODUCTS LIMITED,TAMILNADU PETROPRODUCTS LIMITED,,,,
CHEVIOT,CHEVIOT COMPANY LIMITED,CHEVIOT COMPANY LIMITED,,,,
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD SHIPPING LINES LIMITED,,,,
CHEMBOND,CHEMBOND CHEMICALS LIMITED,CHEMBOND CHEMICALS LIMITED,,,,
RBL,RANE BRAKE LINING LIMITED,RANE BRAKE LINING LIMITED,,,,
KDL,KORE DIGITAL LIMITED,KORE DIGITAL LIMITED,,,,
HINDCOMPOS,HINDUSTAN COMPOSITES LIMITED,HINDUSTAN COMPOSITES LIMITED,,,,
SPECIALITY,SPECIALITY RESTAURANTS LIMITED,SPECIALITY RESTAURANTS LIMITED,,,,
DENORA,DE NORA INDIA LIMITED,DE NORA INDIA LIMITED,,,,
DBEIL,DEEPAK BUILDERS & ENGINEERS INDIA LIMITED,DEEPAK BUILDERS & ENGINEERS INDIA LIMITED,,,,
SURAJLTD,SURAJ LIMITED,SURAJ LIMITED,,,,
DIGISPICE,DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE TECHNOLOGIES LIMITED,,,,
APEX,APEX FROZEN FOODS LIMITED,APEX FROZEN FOODS LIMITED,,,,
ALBERTDAVD,ALBERT DAVID LIMITED,ALBERT DAVID LIMITED,,,,
SCHAND,S CHAND AND COMPANY LIMITED,S CHAND AND COMPANY LIMITED,,,,
TAC,TAC INFOSEC LIMITED,TAC INFOSEC LIMITED,,,,
TOLINS,TOLINS TYRES LIMITED,TOLINS TYRES LIMITED,,,,
MANBA,MANBA FINANCE LIMITED,MANBA FINANCE LIMITED,,,,
NDL,NANDAN DENIM LIMITED,NANDAN DENIM LIMITED,,,,
PARSVNATH,PARSVNATH DEVELOPERS LIMITED,PARSVNATH DEVELOPERS LIMITED,,,,
WANBURY,WANBURY LIMITED,WANBURY LIMITED,,,,
VRAJ,VRAJ IRON AND STEEL LIMITED,VRAJ IRON AND STEEL LIMITED,,,,
VIKASLIFE,VIKAS LIFECARE LIMITED,VIKAS LIFECARE LIMITED,,,,
CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,,,,
BIL,BHARTIYA INTERNATIONAL LIMITED,BHARTIYA INTERNATIONAL LIMITED,,,,
PASHUPATI,PASHUPATI COTSPIN LIMITED,PASHUPATI COTSPIN LIMITED,,,,
INDSWFTLAB,IND-SWIFT LABORATORIES LIMITED,IND-SWIFT LABORATORIES LIMITED,,,,
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,DMCC SPECIALITY CHEMICALS LIMITED,,,,
KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LIMITED,KHAITAN CHEMICALS & FERTILIZERS LIMITED,,,,
PVP,PVP VENTURES LIMITED,PVP VENTURES LIMITED,,,,
ANNAPURNA,ANNAPURNA SWADISHT LIMITED,ANNAPURNA SWADISHT LIMITED,,,,
JAYBEE,JAY BEE LAMINATIONS LIMITED,JAY BEE LAMINATIONS LIMITED,,,,
AFFORDABLE,AFFORDABLE ROBOTIC & AUTOMATION LIMITED,AFFORDABLE ROBOTIC & AUTOMATION LIMITED,,,,
PLASTIBLEN,PLASTIBLENDS INDIA LIMITED,PLASTIBLENDS INDIA LIMITED,,,,
BIRLACABLE,BIRLA CABLE LIMITED,BIRLA CABLE LIMITED,,,,
RPPINFRA,R.P.P. INFRA PROJECTS LIMITED,R.P.P. INFRA PROJECTS LIMITED,,,,
RBMINFRA,RBM INFRACON LIMITED,RBM INFRACON LIMITED,,,,
EMAMIPAP,EMAMI PAPER MILLS LIMITED,EMAMI PAPER MILLS LIMITED,,,,
INDOTHAI,INDO THAI SECURITIES LIMITED,INDO THAI SECURITIES LIMITED,,,,
VISHNUINFR,VISHNUSURYA PROJECTS AND INFRA LIMITED,VISHNUSURYA PROJECTS AND INFRA LIMITED,,,,
RVTH,REVATHI EQUIPMENT INDIA LIMITED,REVATHI EQUIPMENT INDIA LIMITED,,,,
NRL,NUPUR RECYCLERS LIMITED,NUPUR RECYCLERS LIMITED,,,,
FOCE,FOCE INDIA LIMITED,FOCE INDIA LIMITED,,,,
TVSELECT,TVS ELECTRONICS LIMITED,TVS ELECTRONICS LIMITED,,,,
MENONBE,MENON BEARINGS LIMITED,MENON BEARINGS LIMITED,,,,
NITCO,NITCO LIMITED,NITCO LIMITED,,,,
VINYLINDIA,VINYL CHEMICALS (INDIA) LIMITED,VINYL CHEMICALS (INDIA) LIMITED,,,,
PYRAMID,PYRAMID TECHNOPLAST LIMITED,PYRAMID TECHNOPLAST LIMITED,,,,
LOKESHMACH,LOKESH MACHINES LIMITED,LOKESH MACHINES LIMITED,,,,
ASHIMASYN,ASHIMA LIMITED,ASHIMA LIMITED,,,,
BALAJITELE,BALAJI TELEFILMS LIMITED,BALAJI TELEFILMS LIMITED,,,,
BEDMUTHA,BEDMUTHA INDUSTRIES LIMITED,BEDMUTHA INDUSTRIES LIMITED,,,,
HMVL,HINDUSTAN MEDIA VENTURES LIMITED,HINDUSTAN MEDIA VENTURES LIMITED,,,,
SAKAR,SAKAR HEALTHCARE LIMITED,SAKAR HEALTHCARE LIMITED,,,,
LGHL,LAXMI GOLDORNA HOUSE LIMITED,LAXMI GOLDORNA HOUSE LIMITED,,,,
GOACARBON,GOA CARBON LIMITED,GOA CARBON LIMITED,,,,
KHADIM,KHADIM INDIA LIMITED,KHADIM INDIA LIMITED,,,,
DEEPENR,DEEP ENE RESOURCES LIMITED ,DEEP ENE RESOURCES LIMITED ,,,,
CONSOFINVT,CONSOLIDATED FINVEST & HOLDINGS LIMITED,CONSOLIDATED FINVEST & HOLDINGS LIMITED,,,,
MBLINFRA,MBL INFRASTRUCTURE LIMITED,MBL INFRASTRUCTURE LIMITED,,,,
NAHARPOLY,NAHAR POLY FILMS LIMITED,NAHAR POLY FILMS LIMITED,,,,
RBZJEWEL,RBZ JEWELLERS LIMITED,RBZ JEWELLERS LIMITED,,,,
NRAIL,N R AGARWAL INDUSTRIES LIMITED,N R AGARWAL INDUSTRIES LIMITED,,,,
MEGATHERM,MEGATHERM INDUCTION LIMITED,MEGATHERM INDUCTION LIMITED,,,,
KRITINUT,KRITI NUTRIENTS LIMITED,KRITI NUTRIENTS LIMITED,,,,
COOLCAPS,COOL CAPS INDUSTRIES LIMITED,COOL CAPS INDUSTRIES LIMITED,,,,
DONEAR,DONEAR INDUSTRIES LIMITED,DONEAR INDUSTRIES LIMITED,,,,
GANESHIN,GANESH INFRAWORLD LIMITED,GANESH INFRAWORLD LIMITED,,,,
RSSOFTWARE,R. S. SOFTWARE (INDIA) LIMITED,R. S. SOFTWARE (INDIA) LIMITED,,,,
ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LIMITED,ADVANI HOTELS & RESORTS (INDIA) LIMITED,,,,
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,,,,
SILINV,SIL INVESTMENTS LIMITED,SIL INVESTMENTS LIMITED,,,,
ABSMARINE,ABS MARINE SERVICES LIMITED,ABS MARINE SERVICES LIMITED,,,,
CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LIMITED,CYBERTECH SYSTEMS AND SOFTWARE LIMITED,,,,
TCLCONS,TANTIA CONSTRUCTIONS LIMITED,TANTIA CONSTRUCTIONS LIMITED,,,,
IRIS,IRIS BUSINESS SERVICES LIMITED,IRIS BUSINESS SERVICES LIMITED,,,,
KNAGRI,KN AGRI RESOURCES LIMITED,KN AGRI RESOURCES LIMITED,,,,
MOLDTECH,MOLD-TEK TECHNOLOGIES LIMITED,MOLD-TEK TECHNOLOGIES LIMITED,,,,
RACE,RACE ECO CHAIN LIMITED,RACE ECO CHAIN LIMITED,,,,
MOS,MOS UTILITY LIMITED,MOS UTILITY LIMITED,,,,
PCCL,PETRO CARBON AND CHEMICALS LIMITED,PETRO CARBON AND CHEMICALS LIMITED,,,,
DAVANGERE,DAVANGERE SUGAR COMPANY LIMITED,DAVANGERE SUGAR COMPANY LIMITED,,,,
SUPREMEPWR,SUPREME POWER EQUIPMENT LIMITED,SUPREME POWER EQUIPMENT LIMITED,,,,
BCONCEPTS,BRAND CONCEPTS LIMITED,BRAND CONCEPTS LIMITED,,,,
ALANKIT,ALANKIT LIMITED,ALANKIT LIMITED,,,,
SREEL,SREELEATHERS LIMITED,SREELEATHERS LIMITED,,,,
IITL,INDUSTRIAL INVESTMENT TRUST LIMITED,INDUSTRIAL INVESTMENT TRUST LIMITED,,,,
INDOBORAX,INDO BORAX & CHEMICALS LIMITED,INDO BORAX & CHEMICALS LIMITED,,,,
TGL,TEERTH GOPICON LIMITED,TEERTH GOPICON LIMITED,,,,
NBIFIN,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,,,,
MUNJALSHOW,MUNJAL SHOWA LIMITED,MUNJAL SHOWA LIMITED,,,,
NAGAFERT,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,,,,
SRM,SRM CONTRACTORS LIMITED,SRM CONTRACTORS LIMITED,,,,
NOVAAGRI,NOVA AGRITECH LIMITED,NOVA AGRITECH LIMITED,,,,
KRONOX,KRONOX LAB SCIENCES LIMITED,KRONOX LAB SCIENCES LIMITED,,,,
IZMO,IZMO LIMITED,IZMO LIMITED,,,,
REMSONSIND,REMSONS INDUSTRIES LIMITED,REMSONS INDUSTRIES LIMITED,,,,
DPWIRES,D P WIRES LIMITED,D P WIRES LIMITED,,,,
VIKASECO,VIKAS ECOTECH LIMITED,VIKAS ECOTECH LIMITED,,,,
PAVNAIND,PAVNA INDUSTRIES LIMITED,PAVNA INDUSTRIES LIMITED,,,,
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LIMITED,NAHAR INDUSTRIAL ENTERPRISES LIMITED,,,,
ATMASTCO,ATMASTCO LIMITED,ATMASTCO LIMITED,,,,
DRONE,DRONE DESTINATION LIMITED,DRONE DESTINATION LIMITED,,,,
SAHAJSOLAR,SAHAJ SOLAR LIMITED,SAHAJ SOLAR LIMITED,,,,
AVG,AVG LOGISTICS LIMITED,AVG LOGISTICS LIMITED,,,,
DICIND,DIC INDIA LIMITED,DIC INDIA LIMITED,,,,
KORE,JAY JALARAM TECHNOLOGIES LIMITED,JAY JALARAM TECHNOLOGIES LIMITED,,,,
TARACHAND,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED,,,,
MANAKSIA,MANAKSIA LIMITED,MANAKSIA LIMITED,,,,
BALAJEE,SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,,,,
SPCL,SHIVALIC POWER CONTROL LIMITED,SHIVALIC POWER CONTROL LIMITED,,,,
FCSSOFT,FCS SOFTWARE SOLUTIONS LIMITED,FCS SOFTWARE SOLUTIONS LIMITED,,,,
GENUSPAPER,GENUS PAPER & BOARDS LIMITED,GENUS PAPER & BOARDS LIMITED,,,,
EFFWA,EFFWA INFRA & RESEARCH LIMITED,EFFWA INFRA & RESEARCH LIMITED,,,,
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,MEDICAMEN BIOTECH LIMITED,,,,
ASMS,BARTRONICS INDIA LIMITED,BARTRONICS INDIA LIMITED,,,,
SGIL,SYNERGY GREEN INDUSTRIES LIMITED,SYNERGY GREEN INDUSTRIES LIMITED,,,,
WTICAB,WISE TRAVEL INDIA LIMITED,WISE TRAVEL INDIA LIMITED,,,,
RMDRIP,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,,,,
KAYA,KAYA LIMITED,KAYA LIMITED,,,,
PRECOT,PRECOT LIMITED,PRECOT LIMITED,,,,
ORIENTCER,ORIENT CERATECH LIMITED,ORIENT CERATECH LIMITED,,,,
AURUM,AURUM PROPTECH LIMITED,AURUM PROPTECH LIMITED,,,,
EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,,,,
XTGLOBAL,XTGLOBAL INFOTECH LIMITED,XTGLOBAL INFOTECH LIMITED,,,,
MIRZAINT,MIRZA INTERNATIONAL LIMITED,MIRZA INTERNATIONAL LIMITED,,,,
KRISHIVAL,KRISHIVAL FOODS LIMITED,KRISHIVAL FOODS LIMITED,,,,
AARTISURF,AARTI SURFACTANTS LIMITED,AARTI SURFACTANTS LIMITED,,,,
HINDMOTORS,HINDUSTAN MOTORS LIMITED,HINDUSTAN MOTORS LIMITED,,,,
ORICONENT,ORICON ENTERPRISES LIMITED,ORICON ENTERPRISES LIMITED,,,,
HTMEDIA,HT MEDIA LIMITED,HT MEDIA LIMITED,,,,
HIGREEN,HI-GREEN CARBON LIMITED,HI-GREEN CARBON LIMITED,,,,
BPL,BPL LIMITED,BPL LIMITED,,,,
KAMATHOTEL,KAMAT HOTELS (I) LIMITED,KAMAT HOTELS (I) LIMITED,,,,
PTL,PTL ENTERPRISES LIMITED,PTL ENTERPRISES LIMITED,,,,
SSDL,SARASWATI SAREE DEPOT LIMITED,SARASWATI SAREE DEPOT LIMITED,,,,
ACCENTMIC,ACCENT MICROCELL LIMITED,ACCENT MICROCELL LIMITED,,,,
RCOM,RELIANCE COMMUNICATIONS L,RELIANCE COMMUNICATIONS L,,,,
CLEDUCATE,CL EDUCATE LIMITED,CL EDUCATE LIMITED,,,,
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LIMITED,MUTHOOT CAPITAL SERVICES LIMITED,,,,
HCL-INSYS,HCL INFOSYSTEMS LIMITED,HCL INFOSYSTEMS LIMITED,,,,
KCPSUGIND,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,,,,
INDOUS,INDO US BIOTECH LIMITED,INDO US BIOTECH LIMITED,,,,
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LIMITED,KANORIA CHEMICALS & INDUSTRIES LIMITED,,,,
PREMIERPOL,PREMIER POLYFILM LIMITED,PREMIER POLYFILM LIMITED,,,,
LAWSIKHO,ADDICTIVE LEARNING TECHNOLOGY LIMITED,ADDICTIVE LEARNING TECHNOLOGY LIMITED,,,,
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED,SHIVAM AUTOTECH LIMITED,,,,
VINSYS,VINSYS IT SERVICES INDIA LIMITED,VINSYS IT SERVICES INDIA LIMITED,,,,
INTLCONV,INTERNATIONAL CONVEYORS LIMITED,INTERNATIONAL CONVEYORS LIMITED,,,,
IRISDOREME,IRIS CLOTHINGS LIMITED,IRIS CLOTHINGS LIMITED,,,,
MODISONLTD,MODISON LIMITED,MODISON LIMITED,,,,
BALAXI,BALAXI PHARMACEUTICALS LIMITED,BALAXI PHARMACEUTICALS LIMITED,,,,
3IINFOLTD,3I INFOTECH LIMITED,3I INFOTECH LIMITED,,,,
NAHARCAP,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,,,,
MAZDA,MAZDA LIMITED,MAZDA LIMITED,,,,
ZIMLAB,ZIM LABORATORIES LIMITED,ZIM LABORATORIES LIMITED,,,,
KILITCH,KILITCH DRUGS (INDIA) LIMITED,KILITCH DRUGS (INDIA) LIMITED,,,,
GEEKAYWIRE,GEEKAY WIRES LIMITED,GEEKAY WIRES LIMITED,,,,
DIAMINESQ,DIAMINES & CHEMICALS LIMITED,DIAMINES & CHEMICALS LIMITED,,,,
SINCLAIR,SINCLAIRS HOTELS LIMITED,SINCLAIRS HOTELS LIMITED,,,,
AXITA,AXITA COTTON LIMITED,AXITA COTTON LIMITED,,,,
URAVI,URAVI T AND WEDGE LAMPS LIMITED,URAVI T AND WEDGE LAMPS LIMITED,,,,
ASAHISONG,ASAHI SONGWON COLORS LIMITED,ASAHI SONGWON COLORS LIMITED,,,,
MIRCELECTR,MIRC ELECTRONICS LIMITED,MIRC ELECTRONICS LIMITED,,,,
TRF,TRF LIMITED,TRF LIMITED,,,,
IFBAGRO,IFB AGRO INDUSTRIES LIMITED,IFB AGRO INDUSTRIES LIMITED,,,,
UYFINCORP,U. Y. FINCORP LIMITED,U. Y. FINCORP LIMITED,,,,
PROV,PROVENTUS AGROCOM LIMITED,PROVENTUS AGROCOM LIMITED,,,,
APCL,ANJANI PORTLAND CEMENT LIMITED,ANJANI PORTLAND CEMENT LIMITED,,,,
SADBHAV,SADBHAV ENGINEERING LIMITED,SADBHAV ENGINEERING LIMITED,,,,
SRD,SHANKAR LAL RAMPAL DYE-CHEM LIMITED,SHANKAR LAL RAMPAL DYE-CHEM LIMITED,,,,
VALIANTLAB,VALIANT LABORATORIES LIMITED,VALIANT LABORATORIES LIMITED,,,,
VIVIANA,VIVIANA POWER TECH LIMITED,VIVIANA POWER TECH LIMITED,,,,
TEMBO,TEMBO GLOBAL INDUSTRIES LIMITED,TEMBO GLOBAL INDUSTRIES LIMITED,,,,
ORIENTBELL,ORIENT BELL LIMITED,ORIENT BELL LIMITED,,,,
MANAKCOAT,MANAKSIA COATED METALS & INDUSTRIES LIMITED,MANAKSIA COATED METALS & INDUSTRIES LIMITED,,,,
FROG,FROG CELLSAT LIMITED,FROG CELLSAT LIMITED,,,,
NILAINFRA,NILA INFRASTRUCTURES LIMITED,NILA INFRASTRUCTURES LIMITED,,,,
INSPIRISYS,INSPIRISYS SOLUTIONS LIMITED,INSPIRISYS SOLUTIONS LIMITED,,,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,GOKUL REFOILS AND SOLVENT LIMITED,,,,
UTSSAV,UTSSAV CZ GOLD JEWELS LIMITED,UTSSAV CZ GOLD JEWELS LIMITED,,,,
BANSWRAS,BANSWARA SYNTEX LIMITED,BANSWARA SYNTEX LIMITED,,,,
ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,ALMONDZ GLOBAL SECURITIES LIMITED,,,,
ELGIRUBCO,ELGI RUBBER COMPANY LIMITED,ELGI RUBBER COMPANY LIMITED,,,,
UNIDT,UNITED DRILLING TOOLS LIMITED,UNITED DRILLING TOOLS LIMITED,,,,
KOTHARIPRO,KOTHARI PRODUCTS LIMITED,KOTHARI PRODUCTS LIMITED,,,,
RADIOCITY,MUSIC BROADCAST LIMITED,MUSIC BROADCAST LIMITED,,,,
ORBTEXP,ORBIT EXPORTS LIMITED,ORBIT EXPORTS LIMITED,,,,
MEGASOFT,MEGASOFT LIMITED,MEGASOFT LIMITED,,,,
SHREEKARNI,SHREE KARNI FABCOM LIMITED,SHREE KARNI FABCOM LIMITED,,,,
IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,,,,
LYKALABS,LYKA LABS LIMITED,LYKA LABS LIMITED,,,,
SOFTTECH,SOFTTECH ENGINEERS LIMITED,SOFTTECH ENGINEERS LIMITED,,,,
SRGHFL,SRG HOUSING FINANCE LIMITED,SRG HOUSING FINANCE LIMITED,,,,
TRUST,TRUST FINTECH LIMITED,TRUST FINTECH LIMITED,,,,
AUTOIND,AUTOLINE INDUSTRIES LIMITED,AUTOLINE INDUSTRIES LIMITED,,,,
LEMERITE,LE MERITE EXPORTS LIMITED,LE MERITE EXPORTS LIMITED,,,,
DYNPRO,DYNEMIC PRODUCTS LIMITED,DYNEMIC PRODUCTS LIMITED,,,,
KAPSTON,KAPSTON SERVICES LIMITED,KAPSTON SERVICES LIMITED,,,,
SWARAJ,SWARAJ SUITING LIMITED,SWARAJ SUITING LIMITED,,,,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,DUDIGITAL GLOBAL LIMITED,,,,
EUROBOND,EURO PANEL PRODUCTS LIMITED,EURO PANEL PRODUCTS LIMITED,,,,
ZTECH,Z-TECH (INDIA) LIMITED,Z-TECH (INDIA) LIMITED,,,,
OCCLLTD,OCCL LIMITED,OCCL LIMITED,,,,
UFO,UFO MOVIEZ INDIA LIMITED,UFO MOVIEZ INDIA LIMITED,,,,
DCI,DC INFOTECH AND COMMUNICATION LIMITED,DC INFOTECH AND COMMUNICATION LIMITED,,,,
HARRMALAYA,HARRISONS  MALAYALAM LIMITED,HARRISONS  MALAYALAM LIMITED,,,,
NILASPACES,NILA SPACES LIMITED,NILA SPACES LIMITED,,,,
VSTL,VIBHOR STEEL TUBES LIMITED,VIBHOR STEEL TUBES LIMITED,,,,
VARDHACRLC,VARDHMAN ACRYLICS LIMITED,VARDHMAN ACRYLICS LIMITED,,,,
PHANTOMFX,PHANTOM DIGITAL EFFECTS LIMITED,PHANTOM DIGITAL EFFECTS LIMITED,,,,
BBTCL,B&B TRIPLEWALL CONTAINERS LIMITED,B&B TRIPLEWALL CONTAINERS LIMITED,,,,
ESCONET,ESCONET TECHNOLOGIES LIMITED,ESCONET TECHNOLOGIES LIMITED,,,,
EIFFL,EURO INDIA FRESH FOODS LIMITED,EURO INDIA FRESH FOODS LIMITED,,,,
VENUSREM,VENUS REMEDIES LIMITED,VENUS REMEDIES LIMITED,,,,
VIPULLTD,VIPUL LIMITED,VIPUL LIMITED,,,,
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED,SHEMAROO ENTERTAINMENT LIMITED,,,,
VIESL,VISION INFRA EQUIPMENT SOLUTIONS LIMITED,VISION INFRA EQUIPMENT SOLUTIONS LIMITED,,,,
SEJALLTD,SEJAL GLASS LIMITED,SEJAL GLASS LIMITED,,,,
JETAIRWAYS,JET AIRWAYS (INDIA) LIMITED,JET AIRWAYS (INDIA) LIMITED,,,,
NAMOEWASTE,NAMO EWASTE MANAGEMENT LIMITED,NAMO EWASTE MANAGEMENT LIMITED,,,,
PRATHAM,PRATHAM EPC PROJECTS LIMITED,PRATHAM EPC PROJECTS LIMITED,,,,
RUBFILA,RUBFILA INTERNATIONAL LIMITED,RUBFILA INTERNATIONAL LIMITED,,,,
SHREERAMA,SHREE RAMA MULTI-TECH LIMITED,SHREE RAMA MULTI-TECH LIMITED,,,,
KOTARISUG,KOTHARI SUGARS AND CHEMICALS LIMITED,KOTHARI SUGARS AND CHEMICALS LIMITED,,,,
AFIL,AKME FINTRADE (INDIA) LIMITED,AKME FINTRADE (INDIA) LIMITED,,,,
APOLSINHOT,APOLLO SINDOORI HOTELS LIMITED,APOLLO SINDOORI HOTELS LIMITED,,,,
KRISHCA,KRISHCA STRAPPING SOLUTIONS LIMITED,KRISHCA STRAPPING SOLUTIONS LIMITED,,,,
EMMIL,ENERGY MISSION MACHINERIES (INDIA) LIMITED,ENERGY MISSION MACHINERIES (INDIA) LIMITED,,,,
KRITIKA,KRITIKA WIRES LIMITED,KRITIKA WIRES LIMITED,,,,
PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITED,PRITIKA AUTO INDUSTRIES LIMITED,,,,
SAKHTISUG,SAKTHI SUGARS LIMITED,SAKTHI SUGARS LIMITED,,,,
MAWANASUG,MAWANA SUGARS LIMITED,MAWANA SUGARS LIMITED,,,,
CGRAPHICS,CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,,,,
